:START_ID(Document),:END_ID(Location),:TYPE
Executive Committee__Related Documents__2023_MarshallGalleryTaskForceReport,Wooden,MENTIONS
Executive Committee__Related Documents__2023_MarshallGalleryTaskForceReport,the west wall,MENTIONS
Executive Committee__Related Documents__Final_Collaboratory_Report,D.C.,MENTIONS
Executive Committee__Related Documents__Final_Collaboratory_Report,Ideas,MENTIONS
Executive Committee__Related Documents__Final_Collaboratory_Report,Illinois,MENTIONS
Executive Committee__Related Documents__Final_Collaboratory_Report,Main,MENTIONS
Executive Committee__Related Documents__Final_Collaboratory_Report,Mulligan,MENTIONS
Executive Committee__Related Documents__Final_Collaboratory_Report,New York,MENTIONS
Executive Committee__Related Documents__Final_Collaboratory_Report,Ohio,MENTIONS
Executive Committee__Related Documents__Final_Collaboratory_Report,Pursue,MENTIONS
Executive Committee__Related Documents__Final_Collaboratory_Report,US,MENTIONS
Executive Committee__Related Documents__Final_Collaboratory_Report,Virtual,MENTIONS
Executive Committee__Related Documents__Final_Collaboratory_Report,Washington,MENTIONS
Executive Committee__Related Documents__Final_Collaboratory_Report,Zorich,MENTIONS
Executive Committee__Related Documents__Final_Collaboratory_Report,http://www.library.illinois.edu/it/helpdesk/groupspaces/main306sc.html,MENTIONS
Executive Committee__Related Documents__Final_Collaboratory_Report,the United States,MENTIONS
Executive Committee__Related Documents__8.24.2020-Moving-Forward-DEI-Initiatives-at-UIUC-Library,Inclusion,MENTIONS
Executive Committee__Related Documents__Organizational Restructuring,Illinois,MENTIONS
Executive Committee__Related Documents__Organizational Restructuring,Libraries,MENTIONS
Executive Committee__Related Documents__Library-Committee-on-DPI-IIN-2018-11-02-1,Chicago,MENTIONS
Executive Committee__Related Documents__Library-Committee-on-DPI-IIN-2018-11-02-1,the State of Illinois,MENTIONS
Executive Committee__Related Documents__Proposed-Mentoring-and-Evaluation-Framework-Comments-Combined,PRC,MENTIONS
Executive Committee__Related Documents__8.24.2020-Moving-Forward-DEI-Initiatives-at-UIUC-Library(1),Inclusion,MENTIONS
Executive Committee__Related Documents__The-Library-as-Catalyst-Project-A-Framework-for-Working-Groups-and-Input-Solicitation-FINAL-DRAFT,Illinois,MENTIONS
Executive Committee__Related Documents__Diversity-Residency-Advisory-Committee-Charge,Black,MENTIONS
Executive Committee__Related Documents__Library-Academic-Program-Review-Self-Assessment-Slides,Illinois,MENTIONS
Executive Committee__Related Documents__TaskForceResearchInvestigationTimeReport_Final,PRC,MENTIONS
Executive Committee__Related Documents__TaskForceResearchInvestigationTimeReport_Final,Professionals,MENTIONS
Executive Committee__Related Documents__Employment_Guidelines_for_Specialized_Faclty,Illinois,MENTIONS
Executive Committee__Related Documents__Employment_Guidelines_for_Specialized_Faclty,Urbana,MENTIONS
Executive Committee__Related Documents__Employment_Guidelines_for_Specialized_Faclty,XX,MENTIONS
Executive Committee__Related Documents__Employment_Guidelines_for_Specialized_Faclty,http://www.diversity.illinois.edu/NewSearchManual/search_guidelines_and_procedures.p,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-04-27,Lucretia,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-04-27,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-07-11,AC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-07-11,Lucretia,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-04-08,Provost,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-05-23,Iowa City,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-11-14,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-04-28,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-07-02,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-11-01,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-06-13,Outlook,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-06-13,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-05-29,Illinois,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-05-29,Indiana,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-05-29,n’t,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-03-11,Biss,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-03-09,Advancement,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-03-09,Engineering,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-03-09,LAS,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-07-12,Michigan,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-11-11,Altgeld,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-11-11,Librarianship,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-11-11,Oak Street,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-11-11,the United Kingdom,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-11-11,the United States,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-10-05,Lucretia,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-10-05,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2012-09-24,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-02-12,Chicago,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-06-03,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-08-24,Blankenship,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-08-24,Braxton,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-01-07,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-07-27,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-06-28,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-06-11,Business,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-10-12,Maurice York,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-03-02,Lucretia,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-03-02,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-03-02,Scottsdale,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-02-05,Illinois,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-02-05,Kerby,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-04-06,Unit Heads,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-04-25,Denver,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-04-10,Oak St.,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-02-09,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2012-11-12,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-10-27,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-10-27,US,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-05-02,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-05-02,US,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-03,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-14,Cindy,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-11-13,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-11-23,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-01-10,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-06-02,US,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-03-28,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-07-08,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-11-09,ACS,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-11-09,California,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-11-09,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-01-09,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-07-06,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-07-06,Provost,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-09-28,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-11-07,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-08-26,Adesida,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-11-02,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-12,Requesting,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-01-11,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-01-11,Inclusion,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-08-21,Banner,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-02-01,http://www.library.illinois.edu,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-06-09,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-05-19,Champaign County,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-04-12,Illinois,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-04-12,Primo,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-11-28,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-04-21,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-08-24,Adesida,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-08-24,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-27,Illinois,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-07-27,the United Kingdom,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-24,Lucretia,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-24,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-24,Phoenix,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-24,Unit Heads,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-06-01,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-05-24,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-11-23,https://covid19.illinois.edu/on-campus/working-in-university-faciliti,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-07-22,Carissa,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-07-22,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-12-10,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-12-10,the United States,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-10-12,Libraries,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-04-06,MPAL,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-06-24,DC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-06-24,Germany,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-05-07,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-12-03,Provost,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-12-03,Research Park,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-12-03,Turyn Professorship,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-10-24,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,Illinois,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-11,Staci Provezis,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,Braxton,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,Collections,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-09-28,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-02-13,n’t,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-13,ILL,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-13,Mortenson,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-12-05,Requesting,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-11,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-05-22,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-12-02,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-02-02,Admin,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-02-02,Cindy,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-10-04,Lucretia,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-03-14,Illinois,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,Concerns,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-11-04,Illinois,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-25,LSSC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,Illinois,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,Iowa,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-02-10,Oak Street,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-06-22,DC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-08-06,Inclusion,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-08-06,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-01-25,Lucretia,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-01-25,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-08-29,Cindy,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-11-03,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-05-04,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-11-26,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-01-24,Illinois,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-01-24,OVCR,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-06-08,Illinois,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-06-08,Merinda,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-06-08,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-10-24,DC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-10-24,San Francisco,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-04-04,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-09-03,MJ,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-09-03,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-09-26,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-25,California,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-25,Chicago,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-03-25,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-02-22,Libraries,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-11-07,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-05-10,ACS,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-08-27,Building,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-08-27,Illinois,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-08-27,Indiana,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-04-01,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-09-23,ACS,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-09-23,Advancement,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-09-23,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-06-10,DC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-10-28,CV,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-10-26,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-11-18,Integrating,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-04-23,Collections,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-03-08,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2023-04-10,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-03-07,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-05-20,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-11-25,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-05-08,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-08-25,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-06-10,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-07-25,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-10-28,Banner,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-10-28,OVCR,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-08-05,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-04-13,Visas,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-12-10,California,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2018-05-14,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2012-08-27,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-01-06,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-04-01,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-04-01,UG,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-12-13,OA,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-05-27,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-05-04,Lucretia,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-03-04,New York,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-09-09,Altgeld,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-09-09,Illinois,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-08-01,Meeting Documents,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-07-11,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2015-04-22,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-12-02,Lucretia,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-05-06,Jen,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-10-03,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-10-03,http://www.library.illinois.edu/committee/exec/supplement/2005-2006/Confidentiality_of_Reports.html,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-11-04,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2019-11-04,The United States,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2017-04-24,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-03-03,Provost,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-10-13,Illinois,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-10-13,Michigan,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2014-10-13,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2020-10-26,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-02-08,Lucretia,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2021-02-08,Main,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2016-02-08,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2022-06-13,Lucretia,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-12-09,PRC,MENTIONS
Executive Committee__Minutes__Executive Committee_Minutes_2013-12-09,Russia,MENTIONS
Executive Committee__Agendas__Executive Committee_Agendas_2017-11-13,PRC,MENTIONS
Executive Committee__Agendas__Executive Committee_Agendas_2022-11-14,PRC,MENTIONS
Executive Committee__Agendas__Executive Committee_Agendas_2023-03-27,PRC,MENTIONS
Executive Committee__Agendas__Executive Committee_Agendas_2022-10-24,PRC,MENTIONS
Executive Committee__Agendas__Executive Committee_Agendas_2023-05-22,PRC,MENTIONS
Executive Committee__Agendas__Executive Committee_Agendas_2023-06-12,PRC,MENTIONS
Executive Committee__Agendas__Executive Committee_Agendas_2022-11-28,PRC,MENTIONS
Executive Committee__Agendas__Executive Committee_Agendas_2021-03-08_1,Kerby,MENTIONS
Executive Committee__Agendas__Executive Committee_Agendas_2022-11-07,PRC,MENTIONS
Executive Committee__Agendas__Executive Committee_Agendas_2022-09-26,PRC,MENTIONS
Executive Committee__Agendas__Executive Committee_Agendas_2018-05-14,PRC,MENTIONS
Executive Committee__Agendas__Executive Committee_Agendas_2022-07-25,PRC,MENTIONS
Executive Committee__Agendas__Executive Committee_Agendas_2023-04-10,PRC,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2005-09-01,Oak Street,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2005-09-01,Oak Street -,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2012-10-23,Esra Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2006-05-01,Chad,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2006-05-01,S.P.,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2010-08-24,Ideas,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2015-01-05,Indiana,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2006-07-06,D. Ward,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2006-07-06,Endeca,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2005-10-01,Oak Street,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2005-10-01,Vaudeville,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2005-01-01,D. Ward,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2005-01-01,E. Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2005-01-01,Sandburg,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2005-01-01,US,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2010-09-28,Illinois,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2013-05-28,Philippines,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-07-01,Esra Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2014-03-26,UIUC,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2003-05-01,Microfilming,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2006-04-01,Illinois,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2006-04-01,Springfield,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2007-12-01,C. Iniguez,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2007-12-01,Oak Street,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2005-03-01,E. Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-05-01,Amsterdam,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-05-01,Binding,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-05-01,Esra Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2016-09-01,Cancels,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2016-09-01,Esra Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2003-11-12,Binding,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2003-11-12,FY98,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2003-11-12,Indiana,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2003-11-12,http://door.library.uiuc.edu/collections/files/tf_collections_calendar.htm,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2013-06-25,Chicago,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2016-08-01,Cambridge,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2016-08-01,Esra Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2016-08-01,Georgia,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2016-08-01,Kanopy,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2003-06-01,Paris,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2003-06-01,Toronto,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2007-11-01,Haworth,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2014-09-30,Indiana,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2015-06-30,ContentDM,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2015-06-30,Esra Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2015-06-30,India,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2016-11-01,Esra Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2016-11-01,U.S.,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2007-07-24,Oak St.,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2007-08-01,C. Iniguez,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2007-08-01,Cambridge,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2007-08-01,UK,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2007-08-01,US,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2017-07-01,Chad,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2017-07-01,Esra Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-04-01,Esra Coskun,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-04-01,Sandburg,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-01-01,D. Ward,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-01-01,Indiana,MENTIONS
Collection Development Committee__Minutes__Collection Development Committee_Minutes_2004-01-01,Ingenta,MENTIONS
